Código;Descrição;U.M;Valor custo R$;"Valor 
venda R$";Lucro R$;lucro %;Saldo estoque;"Custo estoque
Atual R$";Fornecedor;Cód Forn.
PRO1498;P. AA CH. C/ PH 4.8 X 45 A2;PÇ;1;0,75;-0,25;-25,00%;1000;1000;;
PRO1499;P. AA CH. C/ PH 3.9 X 22 A2;PÇ;1;0,28;-0,72;-72,00%;1000;1000;;
PRO1500;P. AA CH. C/ PH 2.9 X 19 A2;PÇ;1;0,19;-0,81;-81,00%;1000;1000;;
PRO1501;12;PÇ;1;1;0;0,00%;111;111;;
PRO1502;13;PÇ;1;111;110;11000,00%;1;1;;
PRO1503;P. RM CH C/ PH. M2-0.40 X 4MA ZP;PÇ;1;0,37;-0,63;-63,00%;1000;1000;;
PRO1504;P. RM CH C/ PH. M2-0.40 X 5MA ZP;PÇ;1;0,38;-0,62;-62,00%;1000;1000;;
PRO1505;P. RM CH C/ PH. M2-0.40 X 6MA ZP;PÇ;1;0,39;-0,61;-61,00%;1000;1000;;
PRO1506;P. RM CH C/ PH. M2-0.40 X 8MA ZP;PÇ;1;0,43;-0,57;-57,00%;1000;1000;;
PRO1507;P. RM CH C/ PH. M2-0.40 X 10MA ZP;PÇ;1;0,49;-0,51;-51,00%;1000;1000;;
PRO1508;P. RM CH C/ PH. M2-0.40 X 16MA ZP;PÇ;1;0,53;-0,47;-47,00%;1000;1000;;
PRO1509;P. RM CH C/ PH. M2-0.40 X 20MA ZP;PÇ;1;0,62;-0,38;-38,00%;1000;1000;;
PRO1510;P. RM CH C/ PH. M2-0.40 X 20MA INOX A2;PÇ;1;0,69;-0,31;-31,00%;1000;1000;;
PRO1511;22;PÇ;1;11;10;1000,00%;11;11;;
PRO1512;23;PÇ;1;111;110;11000,00%;111;111;;
PRO1513;BUCHA AMERICANA M4 - ZAMAK ;PÇ;1;0,97;-0,03;-3,00%;111;111;;
PRO1514;ARRUELA DE NYLON M5x8x1mm NYLON PA 66 PRETO;PÇ;1;0,39;-0,61;-61,00%;1111;1111;;
PRO1515;PORCA REBITE COM ROSCA HSP- PLANA M5-0.80 FE. ZB;PÇ;1;0,89;-0,11;-11,00%;1111;1111;;
PRO1516;INSERTO METÁLICO SERRILHADO M4X10X5 - LATÃO;PÇ;1;1,09;0,09;9,00%;11111;11111;;
PRO1517;P. AA PN. C/ PH 4.2 X 32 ZB;PÇ;1;0,19;-0,81;-81,00%;111;111;;
PRO1518;REBITE MACIÇO CAB. REDONDA M3X12- COBRE;PÇ;1;1,23;0,23;23,00%;1111;1111;;
PRO1519;P. CAB. ABAULADA TORX C/ PINO M5-0.80 X 50 INOX A2;PÇ;1;7,97;6,97;697,00%;111;111;;
PRO1520;teste;PÇ;1;1;0;0,00%;11;11;;
PRO1521;teste111;PÇ;1;1;0;0,00%;1;1;;
PRO1522;P. RM CH C/ PH. M5-0.80 X 10MA- LATÃO;PÇ;1;3,23;2,23;223,00%;1111;1111;;
PRO1523;P. RM CH. C/ FE. M5-0.80 X 16MA - LATÃO;PÇ;1;3,67;2,67;267,00%;111;111;;
PRO1524;PORCA SEXTAVADA - M5-0.80 - LATAO;PÇ;1;0,66;-0,34;-34,00%;111;111;;
PRO1525;P. RM CH C/ PH. M2.5-0.45 X 40MA INOX A2;PÇ;1;2,16;1,16;116,00%;111;111;;
PRO1526;P. RM CH C/ PH. M2.5-0.45 X 60MA INOX A2;PÇ;1;2,97;1,97;197,00%;111;111;;
PRO1527;POR. SEXT. M10-1.50MA NYLON PA66 BRANCO;PÇ;1;1,97;0,97;97,00%;11061;11061;;
PRO1528;P. RM CH C/ PH. M3-0.50 X 8MA INOX A2;PÇ;1;0,05;-0,95;-95,00%;11111111;11111111;;
PRO1529;P. RM CH C/ PH. M8-1.25 X 30MA NYLON PA66 PRETO;PÇ;1;6,17;5,17;517,00%;1111;1111;;
PRO1530;P. PLAST PN. C/ PH 2.3x6 INOX A2;PÇ;1;0,37;-0,63;-63,00%;100000;100000;;
PRO1531;P. PLAST PN. C/ PH 2.3x8 INOX A2;PÇ;1;0,39;-0,61;-61,00%;100000;100000;;
PRO1532;P. PLAST PN. C/ PH 2.3x12 INOX A2;PÇ;1;0,43;-0,57;-57,00%;11111;11111;;
PRO1533;INSERTO METÁLICO SERRILHADO M3X3X4.2 - LATÃO;PÇ;0,9;1,04;0,14;15,56%;5000;4500;;
PRO1534;P. S/C SEXT INT. P. PL M2-0.4MA X 2.5 INOX A2;PÇ;1;0,92;-0,08;-8,00%;1111;1111;;
PRO1535;P. RM PN. C/FE PH M4-0.70MA X 8 BC;PÇ;1;0,11;-0,89;-89,00%;1111;1111;;
PRO1536;P. RM CH C/ PH. M2.5-0.45 X 5MA INOX A2;PÇ;1;0,49;-0,51;-51,00%;11111;11111;;
PRO1537;P. CAB. CILINDRICA SX INT. M2.5-0.45MA X 30 INOX A;PÇ;1;3,4;2,4;240,00%;1111;1111;;
PRO1538;P. SEXT. RI M3-0.50MA X 20 INOX A4;PÇ;1;1,07;0,07;7,00%;1111;1111;;
PRO1539;MANÍPULO M4X20 - NYLON PA66 BRANCO;PÇ;1;4,5;3,5;350,00%;11111;11111;;
PRO1540;P. AA CH. C/ TORX 2 X 6 INOX A2;PÇ;1;0,49;-0,51;-51,00%;1111;1111;;
PRO1541;P. RM PAN. C/ PH. M2.5-0.45 X 16 INOX A2;PÇ;1;0,75;-0,25;-25,00%;11111;11111;;
PRO1542;P. AA PN. C/ PH 2.2 X 8 ZB;PÇ;1;0,23;-0,77;-77,00%;111;111;;
PRO1543;P. RM CH C/ PH. M2.5-0.45 X 8MA INOX A2;PÇ;1;0,52;-0,48;-48,00%;1111;1111;;
PRO1544;P. RM CH C/ PH. M2.5-0.45 X 6MA PA66 PRETO;PÇ;1;0,54;-0,46;-46,00%;1111;1111;;
PRO1545;P. CAB. CILINDRICA SX INT. M3-0.50MA X 12 INOX A4;PÇ;1;1,32;0,32;32,00%;11111;11111;;
PRO1546;P. CAB. CILINDRICA SX INT. M6-1.00MA X 55 INOX A4;PÇ;1;6,97;5,97;597,00%;1111;1111;;
PRO1547;P. CAB. CILINDRICA SX INT. M16-2.00MA X 80 INOX A4;PÇ;1;58;57;5700,00%;1111;1111;;
PRO1548;P. CAB. CILINDRICA SX INT. M20-2.50MA X 90 INOX A4;PÇ;1;98;97;9700,00%;1111;1111;;
PRO1549;P. CAB. ABAULADA SX INT. M4-0.70 X 6 INOX A4;PÇ;1;0,97;-0,03;-3,00%;11111;11111;;
PRO1550;P. AA CH. C/ PH 2.2 X 10 A2;PÇ;1;0,54;-0,46;-46,00%;111111;111111;;
PRO1551;P. CAB. ABAULADA SX INT. M5-0.80 X 35 INOX A2;PÇ;1;2,43;1,43;143,00%;111;111;;
PRO1552;P. CAB. ABAULADA SX INT. M5-0.80 X 40 INOX A2;PÇ;1;2,69;1,69;169,00%;11111;11111;;
PRO1553;P. CAB. ABAULADA SX INT. M6-1.00 X 40 INOX A2;PÇ;1;1,26;0,26;26,00%;1111;1111;;
PRO1554;P. CAB. ABAULADA SX INT. M6-1.00 X 45 INOX A2;PÇ;1;1,5;0,5;50,00%;1111;1111;;
PRO1555;P. CAB. ABAULADA SX INT. M6-1.00 X 50 INOX A2;PÇ;1;2,37;1,37;137,00%;111;111;;
PRO1556;P. RM PAN. C/ PH. M5-0.80 X 50 NYLON PA66 BRANCO;PÇ;1;4,97;3,97;397,00%;1111;1111;;
PRO1557;P. CAB. CILINDRICA SX INT. M3-0.50MA X 5 INOX A2;PÇ;1;0,49;-0,51;-51,00%;1111;1111;;
PRO1558;P. RM PAN. C/ PH. M6-1.00 X 15 NYLON PA66 BRANCO;PÇ;1;3,27;2,27;227,00%;1111;1111;;
PRO1559;P. CAB. CILINDRICA BAIXA M3-0.50MA X 6 INOX A2;PÇ;1;0,69;-0,31;-31,00%;11111;11111;;
PRO1560;P. CAB. CILINDRICA BAIXA M3-0.50MA X 8 INOX A2;PÇ;1;0,69;-0,31;-31,00%;11111;11111;;
PRO1561;P. CAB. CILINDRICA BAIXA M3-0.50MA X 10 INOX A2;PÇ;1;0,69;-0,31;-31,00%;11111;11111;;
PRO1562;P. CAB. CILINDRICA BAIXA M3-0.50MA X 12 INOX A2;PÇ;1;0,69;-0,31;-31,00%;11111;11111;;
PRO1563;P. CAB. CILINDRICA BAIXA M3-0.50MA X 16 INOX A2;PÇ;1;0,73;-0,27;-27,00%;1111;1111;;
PRO1564;P. CAB. CILINDRICA BAIXA M3-0.50MA X 20 INOX A2;PÇ;1;0,77;-0,23;-23,00%;1111;1111;;
PRO1565;P. CAB. CILINDRICA BAIXA M3-0.50MA X 25 INOX A2;PÇ;1;0,78;-0,22;-22,00%;11111;11111;;
PRO1566;P. CAB. CILINDRICA BAIXA M4-0.70MA X 10 INOX A2;PÇ;1;0,79;-0,21;-21,00%;1111;1111;;
PRO1567;P. CAB. CILINDRICA BAIXA M4-0.70MA X 12 INOX A2;PÇ;1;0,83;-0,17;-17,00%;1111;1111;;
PRO1568;P. CAB. CILINDRICA BAIXA M4-0.70MA X 16 INOX A2;PÇ;1;0,89;-0,11;-11,00%;1111;1111;;
PRO1569;P. CAB. CILINDRICA BAIXA M4-0.70MA X 20 INOX A2;PÇ;1;0,93;-0,07;-7,00%;1111;1111;;
PRO1570;P. CAB. CILINDRICA BAIXA M4-0.70MA X 25 INOX A2;PÇ;1;1,11;0,11;11,00%;1111;1111;;
PRO1571;P. CAB. CILINDRICA BAIXA M5-0.80MA X 12 INOX A2;PÇ;1;1,3;0,3;30,00%;1111;1111;;
PRO1572;P. CAB. CILINDRICA BAIXA M5-0.80MA X 16 INOX A2;PÇ;1;1,17;0,17;17,00%;11111;11111;;
PRO1573;P. CAB. CILINDRICA BAIXA M5-0.80MA X 20 INOX A2;PÇ;1;1,27;0,27;27,00%;1111;1111;;
PRO1574;P. CAB. CILINDRICA BAIXA M5-0.80MA X 25 INOX A2;PÇ;1;1,32;0,32;32,00%;1111;1111;;
PRO1575;P. CAB. CILINDRICA BAIXA M6-1.00MA X 10 INOX A2;PÇ;1;1,49;0,49;49,00%;1111;1111;;
PRO1576;P. CAB. CILINDRICA BAIXA M6-1.00MA X 12 INOX A2;PÇ;1;1,55;0,55;55,00%;1111;1111;;
PRO1577;P. CAB. CILINDRICA BAIXA M6-1.00MA X 16 INOX A2;PÇ;1;1,62;0,62;62,00%;1111;1111;;
PRO1578;P. CAB. CILINDRICA BAIXA M6-1.00MA X 20 INOX A2;PÇ;1;1,87;0,87;87,00%;11111;11111;;
PRO1579;P. CAB. CILINDRICA BAIXA M6-1.00MA X 25 INOX A2;PÇ;1;2,07;1,07;107,00%;1111;1111;;
PRO1580;P. CAB. CILINDRICA SX INT. M3-0.50MA X 10 INOX A4;PÇ;1;1,27;0,27;27,00%;1111;1111;;
PRO1581;P. CAB. CILINDRICA SX INT. M3-0.50MA X 30 INOX A2;PÇ;1;1,58;0,58;58,00%;1111;1111;;
PRO1582;P. S/C SEXT. INT P. MOLA ESFERA M3-0.50 X 6MA A. LIGA;PÇ;1;1,87;0,87;87,00%;1111;1111;;
PRO1583;POR. TRAVANTE M2.5-0.45MA AÇO LIGA POLIDO;PÇ;1;0,89;-0,11;-11,00%;1111;1111;;
PRO1584;POR. SEXT. M2-0.40MA AÇO ZP;PÇ;1;0,32;-0,68;-68,00%;1111;1111;;
PRO1585;P. S/C SEXT. INT P. CV M4-0.70 X 6MA INOX A2;PÇ;1;0,2;-0,8;-80,00%;111;111;;
PRO1586;P S/C SEXT. INT P. CV M5-0.80 X 12MA INOX A2;PÇ;1;0,39;-0,61;-61,00%;111;111;;
